 49.3571 2.5128 0.0000 0.000  Wed Nov 13 10:55:47 2013
 1.0000 -2.016  Wed Nov 13 10:59:22 2013
 1.0000 -2.009  Wed Nov 13 10:59:23 2013
 1.0000 -2.021  Wed Nov 13 10:59:24 2013
 1.0000 -2.032  Wed Nov 13 10:59:25 2013
 1.0000 -2.036  Wed Nov 13 10:59:26 2013
 1.0000 -1.985  Wed Nov 13 10:59:27 2013
 1.0000 -2.006  Wed Nov 13 10:59:28 2013
 1.0000 -1.987  Wed Nov 13 10:59:29 2013
 1.0000 -2.012  Wed Nov 13 10:59:30 2013
 1.0000 -2.024  Wed Nov 13 10:59:31 2013
 1.0000 -2.027  Wed Nov 13 10:59:32 2013
 1.0000 -1.979  Wed Nov 13 10:59:33 2013
 1.0000 -2.012  Wed Nov 13 10:59:34 2013
 1.0000 -1.999  Wed Nov 13 10:59:35 2013
 1.0000 -2.025  Wed Nov 13 10:59:36 2013
 1.0000 -2.030  Wed Nov 13 10:59:37 2013
 1.0000 -2.039  Wed Nov 13 10:59:38 2013
 1.0000 -2.035  Wed Nov 13 10:59:39 2013
 1.0000 -1.973  Wed Nov 13 10:59:40 2013
 1.0000 -2.009  Wed Nov 13 10:59:41 2013
 1.0000 -1.996  Wed Nov 13 10:59:42 2013
 1.0000 -2.006  Wed Nov 13 10:59:43 2013
 1.0000 -2.022  Wed Nov 13 10:59:44 2013
 1.0000 -2.026  Wed Nov 13 10:59:45 2013
 1.0000 -1.989  Wed Nov 13 10:59:46 2013
 1.0000 -2.013  Wed Nov 13 10:59:47 2013
 1.0000 -1.991  Wed Nov 13 10:59:48 2013
 1.0000 -2.021  Wed Nov 13 10:59:49 2013
 1.0000 -2.014  Wed Nov 13 10:59:50 2013
 1.0000 -2.026  Wed Nov 13 10:59:51 2013
 1.0000 -1.959  Wed Nov 13 10:59:52 2013
 1.0000 -1.959  Wed Nov 13 10:59:53 2013
 1.0000 -2.004  Wed Nov 13 10:59:54 2013
 1.0000 -2.014  Wed Nov 13 10:59:56 2013
 1.0000 -2.025  Wed Nov 13 10:59:57 2013
 1.0000 -2.036  Wed Nov 13 10:59:58 2013
 1.0000 -2.037  Wed Nov 13 10:59:59 2013
 1.0000 -2.037  Wed Nov 13 11:00:00 2013
 1.0000 -2.056  Wed Nov 13 11:00:01 2013
 1.0000 -2.061  Wed Nov 13 11:00:02 2013
 1.0000 -2.065  Wed Nov 13 11:00:03 2013
 1.0000 -2.078  Wed Nov 13 11:00:04 2013
 1.0000 -2.072  Wed Nov 13 11:00:05 2013
 1.0000 -2.057  Wed Nov 13 11:00:06 2013
 1.0000 -2.062  Wed Nov 13 11:00:07 2013
 1.0000 -1.996  Wed Nov 13 11:00:08 2013
 1.0000 -2.004  Wed Nov 13 11:00:09 2013
 1.0000 -1.990  Wed Nov 13 11:00:10 2013
 1.0000 -2.013  Wed Nov 13 11:00:11 2013
 1.0000 -2.016  Wed Nov 13 11:00:12 2013
 1.0000 -2.048  Wed Nov 13 11:00:13 2013
 1.0000 -2.055  Wed Nov 13 11:00:14 2013
 1.0000 -2.057  Wed Nov 13 11:00:15 2013
 1.0000 -2.025  Wed Nov 13 11:00:16 2013
 1.0000 -2.023  Wed Nov 13 11:00:17 2013
 1.0000 -2.038  Wed Nov 13 11:00:18 2013
 1.0000 -2.067  Wed Nov 13 11:00:19 2013
 1.0000 -2.076  Wed Nov 13 11:00:20 2013
 1.0000 -2.006  Wed Nov 13 11:00:21 2013
 1.0000 -2.014  Wed Nov 13 11:00:22 2013
 1.0000 -1.993  Wed Nov 13 11:00:23 2013
 1.0000 -2.021  Wed Nov 13 11:00:24 2013
 1.0000 -2.020  Wed Nov 13 11:00:25 2013
 1.0000 -2.024  Wed Nov 13 11:00:26 2013
 1.0000 -1.971  Wed Nov 13 11:00:27 2013
 1.0000 -1.986  Wed Nov 13 11:00:28 2013
 1.0000 -1.992  Wed Nov 13 11:00:29 2013
 1.0000 -2.026  Wed Nov 13 11:00:30 2013
 1.0000 -2.022  Wed Nov 13 11:00:31 2013
 1.0000 -2.027  Wed Nov 13 11:00:32 2013
 1.0000 -1.979  Wed Nov 13 11:00:33 2013
 1.0000 -2.012  Wed Nov 13 11:00:35 2013
 1.0000 -1.987  Wed Nov 13 11:00:36 2013
 1.0000 -2.016  Wed Nov 13 11:00:37 2013
 1.0000 -2.033  Wed Nov 13 11:00:38 2013
 1.0000 -2.033  Wed Nov 13 11:00:39 2013
 1.0000 -1.983  Wed Nov 13 11:00:40 2013
 1.0000 -2.009  Wed Nov 13 11:00:41 2013
 1.0000 -1.995  Wed Nov 13 11:00:42 2013
 1.0000 -2.037  Wed Nov 13 11:00:43 2013
 1.0000 -2.045  Wed Nov 13 11:00:44 2013
 1.0000 -2.045  Wed Nov 13 11:00:45 2013
 1.0000 -1.994  Wed Nov 13 11:00:46 2013
 1.0000 -2.006  Wed Nov 13 11:00:47 2013
 1.0000 -1.990  Wed Nov 13 11:00:48 2013
 1.0000 -2.009  Wed Nov 13 11:00:49 2013
 1.0000 -2.028  Wed Nov 13 11:00:50 2013
 1.0000 -2.031  Wed Nov 13 11:00:51 2013
 1.0000 -1.981  Wed Nov 13 11:00:52 2013
 1.0000 -2.011  Wed Nov 13 11:00:53 2013
 1.0000 -1.978  Wed Nov 13 11:00:54 2013
 1.0000 -2.010  Wed Nov 13 11:00:55 2013
 1.0000 -2.020  Wed Nov 13 11:00:56 2013
 1.0000 -2.017  Wed Nov 13 11:00:57 2013
 1.0000 -1.951  Wed Nov 13 11:00:58 2013
 1.0000 -1.958  Wed Nov 13 11:00:59 2013
 1.0000 -2.000  Wed Nov 13 11:01:00 2013
 1.0000 -2.038  Wed Nov 13 11:01:01 2013
 1.0000 -2.045  Wed Nov 13 11:01:02 2013
 1.0000 -2.035  Wed Nov 13 11:01:03 2013
 1.0000 -1.983  Wed Nov 13 11:01:04 2013
 1.0000 -1.968  Wed Nov 13 11:01:05 2013
 1.0000 -2.009  Wed Nov 13 11:01:06 2013
 1.0000 -2.020  Wed Nov 13 11:01:07 2013
 1.0000 -2.026  Wed Nov 13 11:01:08 2013
 1.0000 -2.025  Wed Nov 13 11:01:09 2013
 1.0000 -1.969  Wed Nov 13 11:01:10 2013
 1.0000 -1.987  Wed Nov 13 11:01:12 2013
 1.0000 -1.991  Wed Nov 13 11:01:13 2013
 1.0000 -2.005  Wed Nov 13 11:01:14 2013
 1.0000 -2.011  Wed Nov 13 11:01:15 2013
 1.0000 -2.024  Wed Nov 13 11:01:16 2013
 1.0000 -1.979  Wed Nov 13 11:01:17 2013
 1.0000 -1.993  Wed Nov 13 11:01:18 2013
 1.0000 -1.996  Wed Nov 13 11:01:19 2013
 1.0000 -2.021  Wed Nov 13 11:01:20 2013
 1.0000 -2.026  Wed Nov 13 11:01:21 2013
 1.0000 -2.032  Wed Nov 13 11:01:22 2013
 1.0000 -1.994  Wed Nov 13 11:01:23 2013
 1.0000 -2.010  Wed Nov 13 11:01:24 2013
 1.0000 -1.989  Wed Nov 13 11:01:25 2013
 1.0000 -2.033  Wed Nov 13 11:01:26 2013
 1.0000 -2.048  Wed Nov 13 11:01:27 2013
 1.0000 -2.061  Wed Nov 13 11:01:28 2013
 1.0000 -1.985  Wed Nov 13 11:01:29 2013
 1.0000 -2.003  Wed Nov 13 11:01:30 2013
 1.0000 -1.984  Wed Nov 13 11:01:31 2013
 1.0000 -2.016  Wed Nov 13 11:01:32 2013
 1.0000 -2.040  Wed Nov 13 11:01:33 2013
 1.0000 -2.057  Wed Nov 13 11:01:34 2013
 1.0000 -1.985  Wed Nov 13 11:01:35 2013
 1.0000 -1.996  Wed Nov 13 11:01:36 2013
 1.0000 -2.003  Wed Nov 13 11:01:37 2013
 1.0000 -2.021  Wed Nov 13 11:01:38 2013
 1.0000 -2.037  Wed Nov 13 11:01:39 2013
 1.0000 -2.042  Wed Nov 13 11:01:40 2013
 1.0000 -1.985  Wed Nov 13 11:01:41 2013
 1.0000 -2.027  Wed Nov 13 11:01:42 2013
 1.0000 -1.996  Wed Nov 13 11:01:43 2013
 1.0000 -2.005  Wed Nov 13 11:01:44 2013
 1.0000 -2.026  Wed Nov 13 11:01:45 2013
 1.0000 -2.040  Wed Nov 13 11:01:46 2013
 1.0000 -1.960  Wed Nov 13 11:01:47 2013
 1.0000 -1.975  Wed Nov 13 11:01:48 2013
 1.0000 -1.972  Wed Nov 13 11:01:50 2013
 1.0000 -2.019  Wed Nov 13 11:01:51 2013
 1.0000 -2.036  Wed Nov 13 11:01:52 2013
 1.0000 -2.024  Wed Nov 13 11:01:53 2013
 1.0000 -1.963  Wed Nov 13 11:01:54 2013
 1.0000 -1.962  Wed Nov 13 11:01:55 2013
 1.0000 -1.985  Wed Nov 13 11:01:56 2013
 1.0000 -1.997  Wed Nov 13 11:01:57 2013
 1.0000 -2.034  Wed Nov 13 11:01:58 2013
 1.0000 -2.036  Wed Nov 13 11:01:59 2013
 1.0000 -2.038  Wed Nov 13 11:02:00 2013
 1.0000 -1.975  Wed Nov 13 11:02:01 2013
 1.0000 -1.996  Wed Nov 13 11:02:02 2013
 1.0000 -1.993  Wed Nov 13 11:02:03 2013
 1.0000 -2.009  Wed Nov 13 11:02:04 2013
 1.0000 -2.017  Wed Nov 13 11:02:05 2013
 1.0000 -2.028  Wed Nov 13 11:02:06 2013
 1.0000 -1.974  Wed Nov 13 11:02:07 2013
 1.0000 -1.997  Wed Nov 13 11:02:08 2013
 1.0000 -1.975  Wed Nov 13 11:02:09 2013
 1.0000 -1.993  Wed Nov 13 11:02:10 2013
 1.0000 -2.011  Wed Nov 13 11:02:11 2013
 1.0000 -2.013  Wed Nov 13 11:02:12 2013
 1.0000 -1.978  Wed Nov 13 11:02:13 2013
 1.0000 -2.017  Wed Nov 13 11:02:14 2013
 1.0000 -2.004  Wed Nov 13 11:02:15 2013
 1.0000 -2.028  Wed Nov 13 11:02:16 2013
 1.0000 -2.040  Wed Nov 13 11:02:17 2013
 1.0000 -2.027  Wed Nov 13 11:02:18 2013
 1.0000 -1.967  Wed Nov 13 11:02:19 2013
 1.0000 -1.997  Wed Nov 13 11:02:20 2013
 1.0000 -2.019  Wed Nov 13 11:02:21 2013
 1.0000 -2.030  Wed Nov 13 11:02:22 2013
 1.0000 -2.037  Wed Nov 13 11:02:23 2013
 1.0000 -2.038  Wed Nov 13 11:02:24 2013
 1.0000 -2.042  Wed Nov 13 11:02:25 2013
 1.0000 -1.986  Wed Nov 13 11:02:26 2013
 1.0000 -1.976  Wed Nov 13 11:02:28 2013
 1.0000 -2.006  Wed Nov 13 11:02:29 2013
 1.0000 -2.016  Wed Nov 13 11:02:30 2013
 1.0000 -2.031  Wed Nov 13 11:02:31 2013
 1.0000 -2.041  Wed Nov 13 11:02:32 2013
 1.0000 -1.973  Wed Nov 13 11:02:33 2013
 1.0000 -1.995  Wed Nov 13 11:02:34 2013
 1.0000 -1.983  Wed Nov 13 11:02:35 2013
 1.0000 -2.013  Wed Nov 13 11:02:36 2013
 1.0000 -2.026  Wed Nov 13 11:02:37 2013
 1.0000 -2.031  Wed Nov 13 11:02:38 2013
 1.0000 -1.977  Wed Nov 13 11:02:39 2013
 1.0000 -2.000  Wed Nov 13 11:02:40 2013
 1.0000 -2.027  Wed Nov 13 11:02:41 2013
 1.0000 -2.030  Wed Nov 13 11:02:42 2013
 1.0000 -2.034  Wed Nov 13 11:02:43 2013
 1.0000 -2.065  Wed Nov 13 11:02:44 2013
 1.0000 -1.998  Wed Nov 13 11:02:45 2013
 1.0000 -1.979  Wed Nov 13 11:02:46 2013
 1.0000 -2.015  Wed Nov 13 11:02:47 2013
 1.0000 -2.027  Wed Nov 13 11:02:48 2013
 1.0000 -2.036  Wed Nov 13 11:02:49 2013
 1.0000 -2.048  Wed Nov 13 11:02:50 2013
 1.0000 -1.995  Wed Nov 13 11:02:51 2013
 1.0000 -2.030  Wed Nov 13 11:02:52 2013
 1.0000 -2.030  Wed Nov 13 11:02:53 2013
 1.0000 -2.032  Wed Nov 13 11:02:54 2013
 1.0000 -2.033  Wed Nov 13 11:02:55 2013
 1.0000 -2.048  Wed Nov 13 11:02:56 2013
 1.0000 -1.968  Wed Nov 13 11:02:57 2013
 1.0000 -1.989  Wed Nov 13 11:02:58 2013
 1.0000 -1.978  Wed Nov 13 11:02:59 2013
 1.0000 -2.024  Wed Nov 13 11:03:00 2013
 1.0000 -2.038  Wed Nov 13 11:03:01 2013
 1.0000 -2.035  Wed Nov 13 11:03:02 2013
 1.0000 -1.959  Wed Nov 13 11:03:03 2013
 1.0000 -2.002  Wed Nov 13 11:03:04 2013
 1.0000 -1.991  Wed Nov 13 11:03:06 2013
 1.0000 -2.016  Wed Nov 13 11:03:07 2013
 1.0000 -2.030  Wed Nov 13 11:03:08 2013
 1.0000 -2.045  Wed Nov 13 11:03:09 2013
 1.0000 -1.984  Wed Nov 13 11:03:10 2013
 1.0000 -1.964  Wed Nov 13 11:03:11 2013
 1.0000 -2.004  Wed Nov 13 11:03:12 2013
 1.0000 -2.008  Wed Nov 13 11:03:13 2013
 1.0000 -2.023  Wed Nov 13 11:03:14 2013
 1.0000 -2.016  Wed Nov 13 11:03:15 2013
 1.0000 -2.005  Wed Nov 13 11:03:16 2013
 1.0000 -2.049  Wed Nov 13 11:03:17 2013
 1.0000 -2.023  Wed Nov 13 11:03:18 2013
 1.0000 -2.046  Wed Nov 13 11:03:19 2013
 1.0000 -2.043  Wed Nov 13 11:03:20 2013
